"job_id","puzzle_id","num_tiles","board_width","board_height","tiles","start","end","their_id"
"55194","55194","20","33","39","[{""X"":4,""Y"":1},{""X"":5,""Y"":1},{""X"":13,""Y"":1},{""X"":14,""Y"":1},{""X"":7,""Y"":2},{""X"":12,""Y"":3},{""X"":7,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":13,""Y"":4},{""X"":14,""Y"":4},{""X"":7,""Y"":5},{""X"":8,""Y"":6},{""X"":12,""Y"":6},{""X"":12,""Y"":9},{""X"":14,""Y"":9},{""X"":15,""Y"":9},{""X"":14,""Y"":10},{""X"":13,""Y"":11},{""X"":14,""Y"":13}]","","","23470"
"55184","55184","20","26","47","[{""X"":11,""Y"":1},{""X"":12,""Y"":1},{""X"":3,""Y"":2},{""X"":11,""Y"":2},{""X"":12,""Y"":2},{""X"":5,""Y"":3},{""X"":9,""Y"":3},{""X"":11,""Y"":3},{""X"":6,""Y"":4},{""X"":10,""Y"":5},{""X"":11,""Y"":5},{""X"":12,""Y"":6},{""X"":13,""Y"":6},{""X"":11,""Y"":7},{""X"":12,""Y"":7},{""X"":14,""Y"":7},{""X"":11,""Y"":9},{""X"":11,""Y"":10},{""X"":13,""Y"":11},{""X"":14,""Y"":13}]","","","23380"
"55174","55174","20","19","47","[{""X"":5,""Y"":1},{""X"":6,""Y"":1},{""X"":8,""Y"":1},{""X"":10,""Y"":1},{""X"":12,""Y"":1},{""X"":3,""Y"":2},{""X"":6,""Y"":2},{""X"":8,""Y"":2},{""X"":11,""Y"":3},{""X"":12,""Y"":3},{""X"":7,""Y"":4},{""X"":9,""Y"":4},{""X"":15,""Y"":4},{""X"":13,""Y"":5},{""X"":8,""Y"":6},{""X"":12,""Y"":6},{""X"":14,""Y"":6},{""X"":9,""Y"":8},{""X"":13,""Y"":10},{""X"":14,""Y"":11}]","","","23386"
"55164","55164","20","21","67","[{""X"":8,""Y"":1},{""X"":14,""Y"":2},{""X"":5,""Y"":3},{""X"":11,""Y"":3},{""X"":12,""Y"":3},{""X"":13,""Y"":3},{""X"":7,""Y"":4},{""X"":15,""Y"":5},{""X"":10,""Y"":6},{""X"":11,""Y"":6},{""X"":8,""Y"":7},{""X"":10,""Y"":7},{""X"":14,""Y"":7},{""X"":10,""Y"":8},{""X"":11,""Y"":8},{""X"":13,""Y"":8},{""X"":14,""Y"":8},{""X"":12,""Y"":9},{""X"":15,""Y"":9},{""X"":14,""Y"":12}]","","","23387"
"55154","55154","20","21","67","[{""X"":12,""Y"":1},{""X"":17,""Y"":1},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":17,""Y"":2},{""X"":4,""Y"":3},{""X"":6,""Y"":3},{""X"":9,""Y"":3},{""X"":13,""Y"":3},{""X"":8,""Y"":4},{""X"":8,""Y"":5},{""X"":11,""Y"":6},{""X"":8,""Y"":7},{""X"":11,""Y"":7},{""X"":15,""Y"":8},{""X"":16,""Y"":8},{""X"":13,""Y"":9},{""X"":16,""Y"":10},{""X"":14,""Y"":11},{""X"":17,""Y"":16}]","","","23588"
"55144","55144","20","23","67","[{""X"":6,""Y"":1},{""X"":9,""Y"":1},{""X"":11,""Y"":1},{""X"":4,""Y"":2},{""X"":13,""Y"":2},{""X"":9,""Y"":3},{""X"":13,""Y"":3},{""X"":14,""Y"":3},{""X"":15,""Y"":3},{""X"":14,""Y"":6},{""X"":11,""Y"":7},{""X"":15,""Y"":7},{""X"":12,""Y"":8},{""X"":13,""Y"":8},{""X"":14,""Y"":8},{""X"":15,""Y"":8},{""X"":15,""Y"":10},{""X"":12,""Y"":11},{""X"":14,""Y"":12},{""X"":15,""Y"":12}]","","","23390"
"55123","55123","20","25","44","[{""X"":3,""Y"":1},{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":3,""Y"":2},{""X"":7,""Y"":2},{""X"":13,""Y"":2},{""X"":14,""Y"":2},{""X"":14,""Y"":3},{""X"":6,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":9,""Y"":5},{""X"":16,""Y"":5},{""X"":9,""Y"":6},{""X"":11,""Y"":7},{""X"":9,""Y"":8},{""X"":15,""Y"":8},{""X"":10,""Y"":9},{""X"":11,""Y"":10},{""X"":16,""Y"":14}]","","","23483"
"55113","55113","20","25","44","[{""X"":6,""Y"":1},{""X"":10,""Y"":1},{""X"":3,""Y"":2},{""X"":4,""Y"":2},{""X"":6,""Y"":2},{""X"":10,""Y"":2},{""X"":7,""Y"":3},{""X"":11,""Y"":3},{""X"":10,""Y"":4},{""X"":11,""Y"":4},{""X"":13,""Y"":4},{""X"":14,""Y"":5},{""X"":9,""Y"":6},{""X"":11,""Y"":6},{""X"":8,""Y"":7},{""X"":12,""Y"":8},{""X"":13,""Y"":9},{""X"":14,""Y"":9},{""X"":12,""Y"":10},{""X"":13,""Y"":11}]","","","23327"
"55103","55103","20","27","52","[{""X"":5,""Y"":1},{""X"":10,""Y"":1},{""X"":14,""Y"":2},{""X"":9,""Y"":3},{""X"":14,""Y"":3},{""X"":7,""Y"":4},{""X"":14,""Y"":4},{""X"":7,""Y"":5},{""X"":10,""Y"":5},{""X"":14,""Y"":5},{""X"":9,""Y"":6},{""X"":12,""Y"":6},{""X"":14,""Y"":6},{""X"":13,""Y"":7},{""X"":9,""Y"":8},{""X"":14,""Y"":9},{""X"":11,""Y"":10},{""X"":12,""Y"":10},{""X"":13,""Y"":12},{""X"":14,""Y"":12}]","","","23323"
"55093","55093","20","32","34","[{""X"":6,""Y"":1},{""X"":11,""Y"":1},{""X"":13,""Y"":1},{""X"":3,""Y"":2},{""X"":4,""Y"":2},{""X"":7,""Y"":2},{""X"":5,""Y"":3},{""X"":14,""Y"":3},{""X"":7,""Y"":4},{""X"":13,""Y"":4},{""X"":9,""Y"":5},{""X"":12,""Y"":5},{""X"":7,""Y"":6},{""X"":12,""Y"":6},{""X"":9,""Y"":7},{""X"":10,""Y"":7},{""X"":11,""Y"":9},{""X"":13,""Y"":9},{""X"":13,""Y"":11},{""X"":14,""Y"":13}]","","","23322"
"55083","55083","20","24","47","[{""X"":5,""Y"":1},{""X"":11,""Y"":1},{""X"":9,""Y"":2},{""X"":14,""Y"":2},{""X"":9,""Y"":3},{""X"":11,""Y"":3},{""X"":10,""Y"":4},{""X"":11,""Y"":4},{""X"":9,""Y"":5},{""X"":10,""Y"":5},{""X"":9,""Y"":6},{""X"":10,""Y"":6},{""X"":14,""Y"":6},{""X"":8,""Y"":7},{""X"":11,""Y"":7},{""X"":12,""Y"":7},{""X"":10,""Y"":8},{""X"":10,""Y"":9},{""X"":11,""Y"":10},{""X"":12,""Y"":11}]","","","23320"
"55081","55081","20","29","53","[{""X"":8,""Y"":1},{""X"":9,""Y"":2},{""X"":7,""Y"":3},{""X"":9,""Y"":3},{""X"":9,""Y"":4},{""X"":14,""Y"":4},{""X"":9,""Y"":5},{""X"":11,""Y"":5},{""X"":11,""Y"":7},{""X"":14,""Y"":7},{""X"":9,""Y"":8},{""X"":11,""Y"":8},{""X"":13,""Y"":8},{""X"":14,""Y"":8},{""X"":11,""Y"":9},{""X"":12,""Y"":9},{""X"":13,""Y"":9},{""X"":14,""Y"":9},{""X"":13,""Y"":10},{""X"":14,""Y"":10}]","","","23300"
"55075","55075","20","29","53","[{""X"":5,""Y"":1},{""X"":11,""Y"":1},{""X"":15,""Y"":1},{""X"":16,""Y"":1},{""X"":8,""Y"":2},{""X"":10,""Y"":2},{""X"":12,""Y"":2},{""X"":16,""Y"":3},{""X"":14,""Y"":4},{""X"":12,""Y"":5},{""X"":15,""Y"":5},{""X"":14,""Y"":6},{""X"":10,""Y"":7},{""X"":13,""Y"":7},{""X"":17,""Y"":7},{""X"":10,""Y"":8},{""X"":16,""Y"":9},{""X"":17,""Y"":9},{""X"":15,""Y"":14},{""X"":16,""Y"":15}]","","","23658"
"55051","55051","20","21","61","[{""X"":2,""Y"":1},{""X"":7,""Y"":1},{""X"":7,""Y"":3},{""X"":10,""Y"":3},{""X"":12,""Y"":3},{""X"":14,""Y"":3},{""X"":13,""Y"":4},{""X"":14,""Y"":4},{""X"":6,""Y"":5},{""X"":12,""Y"":5},{""X"":11,""Y"":6},{""X"":13,""Y"":6},{""X"":10,""Y"":7},{""X"":12,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":9},{""X"":13,""Y"":9},{""X"":14,""Y"":9},{""X"":11,""Y"":10},{""X"":12,""Y"":11}]","","","23298"
"55043","55043","20","22","43","[{""X"":4,""Y"":1},{""X"":5,""Y"":1},{""X"":10,""Y"":1},{""X"":7,""Y"":2},{""X"":8,""Y"":2},{""X"":10,""Y"":2},{""X"":13,""Y"":2},{""X"":11,""Y"":3},{""X"":12,""Y"":3},{""X"":14,""Y"":3},{""X"":6,""Y"":4},{""X"":10,""Y"":4},{""X"":11,""Y"":4},{""X"":12,""Y"":4},{""X"":14,""Y"":4},{""X"":12,""Y"":6},{""X"":10,""Y"":8},{""X"":14,""Y"":9},{""X"":12,""Y"":10},{""X"":13,""Y"":10}]","","","23299"
"55033","55033","20","22","43","[{""X"":3,""Y"":1},{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":13,""Y"":1},{""X"":14,""Y"":1},{""X"":5,""Y"":2},{""X"":8,""Y"":2},{""X"":10,""Y"":2},{""X"":12,""Y"":2},{""X"":6,""Y"":3},{""X"":14,""Y"":3},{""X"":5,""Y"":4},{""X"":8,""Y"":4},{""X"":8,""Y"":5},{""X"":12,""Y"":6},{""X"":14,""Y"":6},{""X"":12,""Y"":7},{""X"":14,""Y"":10},{""X"":13,""Y"":11},{""X"":14,""Y"":11}]","","","23335"
"54710","54710","20","13","65","[{""X"":6,""Y"":1},{""X"":7,""Y"":1},{""X"":11,""Y"":1},{""X"":12,""Y"":1},{""X"":8,""Y"":2},{""X"":9,""Y"":2},{""X"":12,""Y"":2},{""X"":9,""Y"":3},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":10,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":6},{""X"":12,""Y"":6},{""X"":10,""Y"":7},{""X"":11,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":8},{""X"":11,""Y"":9}]","","","23175"
"54688","54688","20","14","59","[{""X"":6,""Y"":1},{""X"":9,""Y"":1},{""X"":10,""Y"":1},{""X"":12,""Y"":1},{""X"":7,""Y"":2},{""X"":11,""Y"":2},{""X"":9,""Y"":3},{""X"":12,""Y"":3},{""X"":6,""Y"":4},{""X"":7,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":11,""Y"":4},{""X"":12,""Y"":4},{""X"":12,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":8},{""X"":12,""Y"":8},{""X"":10,""Y"":9},{""X"":11,""Y"":10}]","","","23176"
"54661","54661","20","20","62","[{""X"":5,""Y"":1},{""X"":6,""Y"":1},{""X"":11,""Y"":1},{""X"":9,""Y"":2},{""X"":9,""Y"":4},{""X"":11,""Y"":4},{""X"":9,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":6},{""X"":10,""Y"":6},{""X"":11,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":11,""Y"":7},{""X"":13,""Y"":7},{""X"":13,""Y"":8},{""X"":10,""Y"":9},{""X"":11,""Y"":9},{""X"":13,""Y"":10},{""X"":13,""Y"":11}]","","","23183"
"54623","54623","20","18","71","[{""X"":2,""Y"":1},{""X"":5,""Y"":1},{""X"":4,""Y"":2},{""X"":13,""Y"":2},{""X"":8,""Y"":3},{""X"":13,""Y"":3},{""X"":5,""Y"":4},{""X"":10,""Y"":4},{""X"":12,""Y"":4},{""X"":8,""Y"":5},{""X"":10,""Y"":6},{""X"":11,""Y"":7},{""X"":11,""Y"":8},{""X"":12,""Y"":8},{""X"":13,""Y"":8},{""X"":10,""Y"":9},{""X"":12,""Y"":9},{""X"":13,""Y"":9},{""X"":13,""Y"":10},{""X"":13,""Y"":12}]","","","23185"
"54582","54582","20","18","71","[{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":13,""Y"":1},{""X"":12,""Y"":2},{""X"":12,""Y"":3},{""X"":6,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":12,""Y"":4},{""X"":7,""Y"":5},{""X"":15,""Y"":5},{""X"":12,""Y"":6},{""X"":14,""Y"":6},{""X"":10,""Y"":7},{""X"":12,""Y"":7},{""X"":10,""Y"":8},{""X"":11,""Y"":9},{""X"":15,""Y"":10},{""X"":13,""Y"":11},{""X"":13,""Y"":12}]","","","23401"
"54539","54539","20","18","71","[{""X"":5,""Y"":1},{""X"":6,""Y"":1},{""X"":15,""Y"":1},{""X"":8,""Y"":2},{""X"":10,""Y"":2},{""X"":12,""Y"":2},{""X"":6,""Y"":3},{""X"":11,""Y"":3},{""X"":13,""Y"":3},{""X"":15,""Y"":3},{""X"":16,""Y"":3},{""X"":13,""Y"":4},{""X"":16,""Y"":4},{""X"":7,""Y"":6},{""X"":15,""Y"":8},{""X"":12,""Y"":9},{""X"":13,""Y"":9},{""X"":11,""Y"":10},{""X"":13,""Y"":12},{""X"":16,""Y"":15}]","","","23484"
"54497","54497","20","23","58","[{""X"":11,""Y"":1},{""X"":4,""Y"":2},{""X"":7,""Y"":2},{""X"":13,""Y"":2},{""X"":5,""Y"":3},{""X"":11,""Y"":3},{""X"":13,""Y"":4},{""X"":6,""Y"":5},{""X"":12,""Y"":5},{""X"":10,""Y"":6},{""X"":11,""Y"":6},{""X"":12,""Y"":6},{""X"":10,""Y"":7},{""X"":12,""Y"":7},{""X"":12,""Y"":8},{""X"":12,""Y"":9},{""X"":11,""Y"":10},{""X"":12,""Y"":10},{""X"":13,""Y"":11},{""X"":13,""Y"":12}]","","","23187"
"54460","54460","20","17","58","[{""X"":3,""Y"":1},{""X"":5,""Y"":1},{""X"":8,""Y"":1},{""X"":10,""Y"":1},{""X"":8,""Y"":2},{""X"":11,""Y"":2},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":9,""Y"":3},{""X"":12,""Y"":3},{""X"":7,""Y"":4},{""X"":11,""Y"":5},{""X"":13,""Y"":5},{""X"":11,""Y"":6},{""X"":9,""Y"":7},{""X"":13,""Y"":7},{""X"":10,""Y"":8},{""X"":12,""Y"":8},{""X"":12,""Y"":10},{""X"":13,""Y"":12}]","","","23188"
"54418","54418","20","17","58","[{""X"":3,""Y"":1},{""X"":4,""Y"":1},{""X"":6,""Y"":1},{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":13,""Y"":1},{""X"":13,""Y"":2},{""X"":13,""Y"":3},{""X"":10,""Y"":4},{""X"":8,""Y"":5},{""X"":11,""Y"":5},{""X"":13,""Y"":5},{""X"":9,""Y"":6},{""X"":10,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":13,""Y"":7},{""X"":11,""Y"":8},{""X"":11,""Y"":10},{""X"":13,""Y"":12}]","","","23266"
"54376","54376","20","14","73","[{""X"":4,""Y"":1},{""X"":5,""Y"":1},{""X"":6,""Y"":1},{""X"":9,""Y"":1},{""X"":12,""Y"":1},{""X"":8,""Y"":2},{""X"":11,""Y"":2},{""X"":5,""Y"":3},{""X"":8,""Y"":3},{""X"":9,""Y"":3},{""X"":10,""Y"":3},{""X"":6,""Y"":5},{""X"":8,""Y"":6},{""X"":10,""Y"":7},{""X"":13,""Y"":8},{""X"":11,""Y"":9},{""X"":12,""Y"":9},{""X"":12,""Y"":10},{""X"":13,""Y"":10},{""X"":13,""Y"":11}]","","","23190"
"54336","54336","20","14","73","[{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":10,""Y"":1},{""X"":12,""Y"":1},{""X"":4,""Y"":3},{""X"":5,""Y"":3},{""X"":7,""Y"":3},{""X"":9,""Y"":3},{""X"":13,""Y"":3},{""X"":10,""Y"":4},{""X"":9,""Y"":6},{""X"":10,""Y"":6},{""X"":13,""Y"":6},{""X"":9,""Y"":7},{""X"":11,""Y"":7},{""X"":13,""Y"":7},{""X"":9,""Y"":8},{""X"":12,""Y"":8},{""X"":12,""Y"":9},{""X"":13,""Y"":10}]","","","23216"
"54297","54297","20","14","73","[{""X"":6,""Y"":1},{""X"":9,""Y"":1},{""X"":3,""Y"":2},{""X"":13,""Y"":2},{""X"":7,""Y"":3},{""X"":8,""Y"":3},{""X"":11,""Y"":3},{""X"":9,""Y"":4},{""X"":12,""Y"":4},{""X"":8,""Y"":5},{""X"":9,""Y"":5},{""X"":10,""Y"":5},{""X"":8,""Y"":6},{""X"":9,""Y"":6},{""X"":13,""Y"":6},{""X"":10,""Y"":7},{""X"":10,""Y"":8},{""X"":11,""Y"":9},{""X"":13,""Y"":9},{""X"":12,""Y"":11}]","","","23253"
"54261","54261","20","14","77","[{""X"":3,""Y"":2},{""X"":5,""Y"":2},{""X"":10,""Y"":2},{""X"":11,""Y"":2},{""X"":6,""Y"":3},{""X"":10,""Y"":3},{""X"":11,""Y"":3},{""X"":7,""Y"":4},{""X"":11,""Y"":4},{""X"":13,""Y"":4},{""X"":6,""Y"":5},{""X"":8,""Y"":5},{""X"":9,""Y"":5},{""X"":13,""Y"":6},{""X"":9,""Y"":7},{""X"":13,""Y"":7},{""X"":11,""Y"":9},{""X"":13,""Y"":9},{""X"":12,""Y"":10},{""X"":12,""Y"":11}]","","","23195"
"54225","54225","20","14","77","[{""X"":13,""Y"":1},{""X"":7,""Y"":2},{""X"":12,""Y"":2},{""X"":4,""Y"":3},{""X"":13,""Y"":3},{""X"":6,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":11,""Y"":4},{""X"":12,""Y"":4},{""X"":7,""Y"":5},{""X"":10,""Y"":5},{""X"":9,""Y"":6},{""X"":8,""Y"":7},{""X"":11,""Y"":7},{""X"":12,""Y"":7},{""X"":13,""Y"":7},{""X"":12,""Y"":9},{""X"":13,""Y"":9},{""X"":12,""Y"":10}]","","","23222"
"54193","54193","20","23","43","[{""X"":3,""Y"":1},{""X"":4,""Y"":1},{""X"":12,""Y"":1},{""X"":3,""Y"":2},{""X"":4,""Y"":2},{""X"":7,""Y"":2},{""X"":13,""Y"":3},{""X"":7,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":13,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":6},{""X"":12,""Y"":6},{""X"":9,""Y"":7},{""X"":11,""Y"":8},{""X"":11,""Y"":10},{""X"":13,""Y"":10},{""X"":13,""Y"":11}]","","","23201"
"54164","54164","20","20","58","[{""X"":5,""Y"":1},{""X"":11,""Y"":1},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":11,""Y"":2},{""X"":13,""Y"":2},{""X"":8,""Y"":4},{""X"":8,""Y"":5},{""X"":9,""Y"":5},{""X"":10,""Y"":5},{""X"":11,""Y"":5},{""X"":13,""Y"":5},{""X"":8,""Y"":7},{""X"":11,""Y"":7},{""X"":9,""Y"":8},{""X"":11,""Y"":9},{""X"":13,""Y"":9},{""X"":11,""Y"":10},{""X"":12,""Y"":10},{""X"":12,""Y"":11}]","","","23203"
"54152","54152","20","19","59","[{""X"":3,""Y"":1},{""X"":7,""Y"":1},{""X"":10,""Y"":1},{""X"":13,""Y"":1},{""X"":3,""Y"":2},{""X"":8,""Y"":2},{""X"":6,""Y"":4},{""X"":10,""Y"":4},{""X"":6,""Y"":5},{""X"":7,""Y"":5},{""X"":11,""Y"":6},{""X"":13,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":13,""Y"":7},{""X"":12,""Y"":8},{""X"":12,""Y"":9},{""X"":13,""Y"":9},{""X"":13,""Y"":10},{""X"":12,""Y"":11}]","","","23210"
"54142","54142","20","19","59","[{""X"":11,""Y"":1},{""X"":12,""Y"":1},{""X"":7,""Y"":2},{""X"":12,""Y"":2},{""X"":5,""Y"":3},{""X"":8,""Y"":3},{""X"":9,""Y"":3},{""X"":10,""Y"":3},{""X"":8,""Y"":4},{""X"":10,""Y"":4},{""X"":13,""Y"":4},{""X"":9,""Y"":5},{""X"":9,""Y"":6},{""X"":12,""Y"":6},{""X"":13,""Y"":7},{""X"":11,""Y"":8},{""X"":13,""Y"":8},{""X"":11,""Y"":10},{""X"":12,""Y"":10},{""X"":13,""Y"":12}]","","","23235"
"54132","54132","20","23","49","[{""X"":9,""Y"":1},{""X"":4,""Y"":2},{""X"":8,""Y"":2},{""X"":13,""Y"":2},{""X"":5,""Y"":3},{""X"":6,""Y"":3},{""X"":11,""Y"":3},{""X"":12,""Y"":3},{""X"":6,""Y"":4},{""X"":9,""Y"":4},{""X"":6,""Y"":5},{""X"":11,""Y"":6},{""X"":8,""Y"":7},{""X"":10,""Y"":7},{""X"":12,""Y"":7},{""X"":13,""Y"":7},{""X"":10,""Y"":8},{""X"":13,""Y"":10},{""X"":13,""Y"":11},{""X"":13,""Y"":12}]","","","23218"
"54122","54122","20","23","49","[{""X"":5,""Y"":2},{""X"":6,""Y"":2},{""X"":8,""Y"":2},{""X"":4,""Y"":3},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":9,""Y"":3},{""X"":12,""Y"":3},{""X"":6,""Y"":4},{""X"":12,""Y"":4},{""X"":11,""Y"":5},{""X"":12,""Y"":5},{""X"":12,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":13,""Y"":7},{""X"":10,""Y"":9},{""X"":13,""Y"":9},{""X"":13,""Y"":11},{""X"":13,""Y"":12}]","","","23244"
